X,Y,id,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,PopDensity2010,,,PopDensity2000,Population 1990,,PopDensity1990
-86.8605286361898,33.5427003026591,,0500000US01073,1,73,Jefferson,County,1111.276,592.5,662041,595.748490923947,595.7,"639,105",575.109153801576,575.1
-88.0968543005969,33.7886225418728,,0500000US01075,1,75,Lamar,County,604.846,24.1,15902,26.2909897726033,26.3,"15,536",25.6858770662284,25.7
-87.5875098166527,34.8734507605289,,0500000US01077,1,77,Lauderdale,County,667.697,138.8,87952,131.724419909031,131.7,"78,004",116.825446272785,116.8
-87.3188952858783,34.4405014998371,,0500000US01079,1,79,Lawrence,County,690.678,49.7,34834,50.4345005921718,50.4,"31,280",45.2888321330635,45.3
-85.36166782478,32.5753113269,,0500000US01081,1,81,Lee,County,607.536,230.8,115014,189.312238287114,189.3,"82,589",135.940915435464,135.9
-87.0324051102069,34.7763445406829,,0500000US01083,1,83,Limestone,County,559.936,147.8,65668,117.277688878729,117.3,"52,382",93.5499771402446,93.5
-86.6575636562856,32.1378036964163,,0500000US01085,1,85,Lowndes,County,715.911,15.8,13483,18.8333466031392,18.8,"12,594",17.59157213676,17.6
-85.7276313053101,32.4149261243928,,0500000US01087,1,87,Macon,County,608.885,35.2,24086,39.557551918671,39.6,"22,650",37.1991426952544,37.2
-86.5732645334851,34.6837948615477,,0500000US01089,1,89,Madison,County,801.593,417.7,276998,345.559404835122,345.6,"232,971",290.63502301043,290.6
-87.7409434010365,32.2743485149788,,0500000US01091,1,91,Marengo,County,976.882,21.5,22533,23.0662454626045,23.1,"22,829",23.3692503291083,23.4
-87.9157254464825,34.1456749114861,,0500000US01093,1,93,Marion,County,742.292,41.5,31162,41.9807838424771,42.0,"29,166",39.2918150808577,39.3
-86.3453062983037,34.3379607088028,,0500000US01095,1,95,Marshall,County,565.842,164.4,82303,145.452264059578,145.5,"70,055",123.806645671407,123.8
-88.21655894846,30.7457026845516,,0500000US01097,1,97,Mobile,County,1229.435,335.9,399887,325.260790525729,325.3,"371,173",301.905346764977,301.9
-87.3810444576973,31.531147631366,,0500000US01099,1,99,Monroe,County,1025.675,22.5,24320,23.7112145660175,23.7,"23,745",23.1506081361055,23.2
-86.2027183318318,32.1462160707574,,0500000US01101,1,101,Montgomery,County,784.247,292.5,223518,285.009697199989,285.0,"201,381",256.782620781463,256.8
-86.8376831811623,34.4569779777073,,0500000US01103,1,103,Morgan,County,579.337,206.3,111076,191.72951149331,191.7,"98,282",169.645646661615,169.6
-87.2868150660336,32.591961786527,,0500000US01105,1,105,Perry,County,719.664,14.7,11876,16.5021454456524,16.5,"12,086",16.7939482869784,16.8
-88.0728888045954,33.2547092798305,,0500000US01107,1,107,Pickens,County,881.408,22.4,20914,23.7279443799012,23.7,"20,440",23.1901684577403,23.2
-85.9290265928398,31.8442034746412,,0500000US01109,1,109,Pike,County,672.094,48.9,29688,44.1723925522323,44.2,"25,853",38.4663454814356,38.5
-85.4526778253793,33.2177249673292,,0500000US01111,1,111,Randolph,County,580.55,39.5,22344,38.4876410300577,38.5,"19,666",33.8747739212815,33.9
-85.1810141131076,32.2918780044194,,0500000US01113,1,113,Russell,County,641.14,82.6,49854,77.7583679071654,77.8,"46,354",72.2993417974233,72.3
-86.3626654117581,33.6930923221509,,0500000US01115,1,115,St. Clair,County,631.902,132.3,64740,102.452595497403,102.5,"97,438",154.197961076243,154.2
-86.6491341368422,33.2885374704026,,0500000US01117,1,117,Shelby,County,784.93,248.5,143429,182.728396162715,182.7,"48,402",61.6640974354401,61.7
-88.2212813416204,32.6540124182771,,0500000US01119,1,119,Sumter,County,903.887,15.2,14772,16.3427508084528,16.3,"15,425",17.0651862456258,17.1
-86.1465426267715,33.4010711430348,,0500000US01121,1,121,Talladega,County,736.775,111.7,80734,109.577550812663,109.6,"71,619",97.2060669811001,97.2
-85.800359838775,32.7907332538451,,0500000US01123,1,123,Tallapoosa,County,716.521,58.1,41771,58.2969654762387,58.3,"38,150",53.2433801661082,53.2
-87.4913144393412,33.3062434672738,,0500000US01125,1,125,Tuscaloosa,County,1321.755,147.3,164932,124.782580735462,124.8,"141,042",106.708126695189,106.7
-87.2764232541139,33.7581226403273,,0500000US01127,1,127,Walker,County,791.192,84.7,70688,89.3436738490784,89.3,"66,809",84.440944802273,84.4
-88.1840235519189,31.40704648824,,0500000US01129,1,129,Washington,County,1080.207,16.3,18077,16.7347554681649,16.7,"16,583",15.3516872229119,15.4
-87.4007429437275,32.0478837887849,,0500000US01131,1,131,Wilcox,County,888.498,13.1,12995,14.6258066984957,14.6,"13,349",15.0242319059807,15.0
-87.3731144030764,34.1521602581487,,0500000US01133,1,133,Winston,County,612.979,39.9,24806,40.4679442525764,40.5,"21,824",35.6031772703469,35.6
-160.898300781305,55.6242032585396,,0500000US02013,2,13,Aleutians East,Borough,6981.943,0.4,2697,0.386282156700506,0.4,"2,459",0.352194224444399,0.4
-173.460867087971,52.0904901491809,,0500000US02016,2,16,Aleutians West,CA,4390.276,1.3,5464,1.24456867859788,1.2,"7,393",1.68394879957433,1.7
-149.208196765419,61.1082957147159,,0500000US02020,2,20,Anchorage,Muny,1704.683,171.2,260299,152.696425083139,152.7,"220,789",129.519095339133,129.5
-160.875022670015,60.4180299274022,,0500000US02050,2,50,Bethel,CA,40570.004,0.4,16046,0.395513887551009,0.4,"13,396",0.330194692610826,0.3
-156.676515911228,58.7715938445697,,0500000US02060,2,60,Bristol Bay,Borough,503.843,2,1258,2.4968095220138,2.5,"1,146",2.27451805423515,2.3
-149.91739971677,63.5666467407667,,0500000US02068,2,68,Denali,Borough,12751.411,0.1,1893,0.148454159308331,0.1,#N/A,#N/A,#N/A
-158.102192933409,59.7309195353033,,0500000US02070,2,70,Dillingham,CA,18568.778,0.3,4922,0.265068600637048,0.3,"4,005",0.215684629327789,0.2
-146.359707308022,64.8595364859009,,0500000US02090,2,90,Fairbanks North Star,Borough,7338.209,13.3,82849,11.2900845424272,11.3,"73,506",10.016885591566,10.0
-135.505376401798,58.9465261069286,,0500000US02100,2,100,Haines,Borough,2318.6,1.1,2392,1.03165703441732,1.0,"2,041",0.880272578279997,0.9
-137.118626025196,58.7375882614692,,0500000US02105,2,105,Hoonah-Angoon,CA,7524.915,0.3,2574,0.342063664506509,0.3,#N/A,#N/A,#N/A
-134.112489810067,58.3845677507641,,0500000US02110,2,110,Juneau,Cty&Bor,2701.931,11.6,30704,11.3637246843091,11.4,"26,247",9.71416368515702,9.7
-150.509867678541,60.094281251469,,0500000US02122,2,122,Kenai Peninsula,Borough,16075.331,3.4,49673,3.09001413407911,3.1,"39,725",2.47117773189243,2.5
-131.325157426368,55.5607507095005,,0500000US02130,2,130,Ketchikan Gateway,Borough,4858.414,2.8,14074,2.89683011781211,2.9,"13,485",2.77559713931336,2.8
-153.189382929534,57.3679233912554,,0500000US02150,2,150,Kodiak Island,Borough,6549.579,2.1,13916,2.12471671843335,2.1,"12,753",1.94714805333289,1.9
-156.270958813373,58.2683542787159,,0500000US02164,2,164,Lake and Peninsula,Borough,23652.009,0.1,1823,0.07707590505314,0.1,"1,650",0.069761515818804,0.1
-149.713452863899,62.3798021065052,,0500000US02170,2,170,Matanuska-Susitna,Borough,24607.898,3.6,59318,2.41052689668984,2.4,"38,996",1.58469447492021,1.6
-163.922437871873,64.7953834507563,,0500000US02180,2,180,Nome,CA,22961.761,0.4,9196,0.4004919309107,0.4,"8,083",0.352020038881164,0.4
-152.183773226196,69.6796564444225,,0500000US02185,2,185,North Slope,Borough,88695.413,0.1,7385,0.083262479424951,0.1,"5,843",0.065877138426539,0.1
-157.954301008612,66.8705644092055,,0500000US02188,2,188,Northwest Arctic,Borough,35572.584,0.2,7208,0.202627956405978,0.2,"6,038",0.169737458487694,0.2
-132.53687721515,57.0648587675999,,0500000US02195,2,195,Petersburg,CA,3281.982,1.2,4256,1.29677737415988,1.3,#N/A,#N/A,#N/A
-132.854932571346,55.5104459984072,,0500000US02198,2,198,Prince of Wales-Hyder,CA,3922.873,1.4,6124,1.56110075447255,1.6,#N/A,#N/A,#N/A
-135.587887369286,57.6939509742765,,0500000US02220,2,220,Sitka,Cty&Bor,2870.339,3.1,8835,3.07803363992894,3.1,"8,256",2.87631530631051,2.9
-135.336022117114,59.5934981531848,,0500000US02230,2,230,Skagway,Muny,452.325,2.1,860,1.90128779085834,1.9,#N/A,#N/A,#N/A
-143.988083396983,63.70108852333,,0500000US02240,2,240,Southeast Fairbanks,CA,24768.808,0.3,6174,0.249265124102864,0.2,"5,689",0.229684044545058,0.2
-143.972965364919,61.5768297518585,,0500000US02261,2,261,Valdez-Cordova,CA,34239.88,0.3,10195,0.297752211748406,0.3,"9,700",0.283295385381024,0.3
-163.31593011365,62.0926890303184,,0500000US02270,2,270,Wade Hampton,CA,17081.433,0.4,7028,0.411440890234443,0.4,"5,787",0.338788906059579,0.3
-131.834540269449,56.2594318622033,,0500000US02275,2,275,Wrangell,Cty&Bor,2541.483,0.9,2452,0.964791029489475,1.0,#N/A,#N/A,#N/A
-138.982887287407,59.6653642938286,,0500000US02282,2,282,Yakutat,Cty&Bor,7649.457,0.1,808,0.105628412578828,0.1,#N/A,#N/A,#N/A
-153.552168691171,65.2230744496708,,0500000US02290,2,290,Yukon-Koyukuk,CA,145504.789,0,6510,0.044740795438699,0.0,"7,905",0.054328108746991,0.1
-109.445234368073,35.039269683034,,0500000US04001,4,1,Apache,County,11197.521,6.4,69430,6.20047955257239,6.2,"60,836",5.43298824802383,5.4
-109.750030064562,31.9691805323894,,0500000US04003,4,3,Cochise,County,6165.69,21.3,117743,19.096483929617,19.1,"92,172",14.9491784374498,14.9
-112.042349231857,35.6660826888206,,0500000US04005,4,5,Coconino,County,18618.885,7.2,116320,6.24742029396497,6.2,"90,177",4.84330828618363,4.8
-110.686778999933,33.7455018251755,,0500000US04007,4,7,Gila,County,4757.933,11.3,51298,10.781572586247,10.8,"39,496",8.30108368486904,8.3
-109.950426842656,33.0142204523246,,0500000US04009,4,9,Graham,County,4622.597,8.1,33475,7.24160033851102,7.2,"24,438",5.28663865787998,5.3
-109.271426742789,33.1505907983438,,0500000US04011,4,11,Greenlee,County,1843.126,4.6,8539,4.63288999232825,4.6,"7,985",4.33231368880912,4.3
-113.932409196344,33.6731105531085,,0500000US04012,4,12,La Paz,County,4499.629,4.6,19670,4.37147151465154,4.4,"13,741",3.05380732500391,3.1
-112.76811016066,33.2717112448316,,0500000US04013,4,13,Maricopa,County,9200.143,414.9,3072415,333.952961383318,334.0,"2,087,745",226.925277139714,226.9
-113.993992703263,35.6042081631682,,0500000US04015,4,15,Mohave,County,13311.084,15,154981,11.6430036802412,11.6,"92,157",6.92332795736245,6.9
-110.297476203896,35.1702058900024,,0500000US04017,4,17,Navajo,County,9950.422,10.8,97452,9.79375548092332,9.8,"76,251",7.66309207790383,7.7
-111.724032946983,31.9341228894672,,0500000US04019,4,19,Pima,County,9187.036,106.7,843702,91.8361482419357,91.8,"650,384",70.7936705592533,70.8
-111.326010607375,32.9668943857082,,0500000US04021,4,21,Pinal,County,5365.612,70,179469,33.4480018309188,33.4,"110,744",20.6395840772684,20.6
-110.812300400701,31.5679567761789,,0500000US04023,4,23,Santa Cruz,County,1236.916,38.3,38381,31.0295929553826,31.0,"29,522",23.8674251121337,23.9
-112.443545291231,34.6373447777657,,0500000US04025,4,25,Yavapai,County,8123.499,26,167377,20.6040525148092,20.6,"105,455",12.9814751008155,13.0
-113.936414670977,32.7533990563907,,0500000US04027,4,27,Yuma,County,5513.992,35.5,159995,29.0161828308782,29.0,"103,296",18.733433055398,18.7
-91.3910914682743,34.2524217058363,,0500000US05001,5,1,Arkansas,County,988.77,19.2,20751,20.9866804211293,21.0,"21,301",21.5429270710074,21.5
-91.7959232628782,33.2015991207367,,0500000US05003,5,3,Ashley,County,925.349,23.6,24217,26.1706664188322,26.2,"23,992",25.9275149159939,25.9
-92.3153716043056,36.2394350514264,,0500000US05005,5,5,Baxter,County,554.283,74.9,38365,69.2155451276694,69.2,"30,727",55.4355807412459,55.4
-94.2258147047367,36.2750176774127,,0500000US05007,5,7,Benton,County,847.357,261.2,153323,180.942625127308,180.9,"95,939",113.221463916625,113.2
-93.0933636406845,36.2764200839124,,0500000US05009,5,9,Boone,County,590.231,62.5,33940,57.5029098776581,57.5,"27,835",47.1595019577081,47.2
-92.1668461291547,33.4266619891694,,0500000US05011,5,11,Bradley,County,649.231,17.7,12618,19.4353011485896,19.4,"11,514",17.734827819374,17.7
-92.5469181727469,33.5405970822618,,0500000US05013,5,13,Calhoun,County,628.581,8.5,5731,9.11736116745495,9.1,"5,720",9.09986143392817,9.1
-93.5576212384091,36.311125345761,,0500000US05015,5,15,Carroll,County,630.087,43.6,25345,40.2246039039053,40.2,"18,469",29.3118251923941,29.3
-91.2937561488303,33.2845082031026,,0500000US05017,5,17,Chicot,County,644.304,18.3,14101,21.8856316273064,21.9,"15,603",24.2168293228041,24.2
-93.1623302020843,34.0601364033279,,0500000US05019,5,19,Clark,County,866.074,26.6,23541,27.1812801215601,27.2,"19,292",22.2752328322984,22.3
-90.4135083745894,36.349863021725,,0500000US05021,5,21,Clay,County,639.465,25.2,17594,27.5136246706231,27.5,"17,841",27.8998850601675,27.9
-92.0211410141613,35.5360228948106,,0500000US05023,5,23,Cleburne,County,553.692,46.9,24005,43.3544280935972,43.4,"19,126",34.54266993202,34.5
-92.1825655254027,33.878016354842,,0500000US05025,5,25,Cleveland,County,597.783,14.5,8562,14.3229232012285,14.3,"7,709",12.8959839941919,12.9
-93.2357587765477,33.1386715364028,,0500000US05027,5,27,Columbia,County,766.053,32.1,25612,33.4337180325643,33.4,"24,706",32.2510322392837,32.3
-92.6764130790087,35.2688904438417,,0500000US05029,5,29,Conway,County,552.25,38.5,20320,36.7949298325034,36.8,"18,785",34.0153915799004,34.0
-90.6610842751601,35.7945664669203,,0500000US05031,5,31,Craighead,County,707.206,136.4,82139,116.145790618292,116.1,"66,438",93.9443387075336,93.9
-94.2419126687264,35.5652951964824,,0500000US05033,5,33,Crawford,County,593.094,104.4,53252,89.786779161482,89.8,"42,015",70.840372689658,70.8
-90.2334149411819,35.1367267653949,,0500000US05035,5,35,Crittenden,County,609.76,83.5,50855,83.4016662293361,83.4,"49,366",80.9597218577801,81.0
-90.7731629690476,35.2664374945544,,0500000US05037,5,37,Cross,County,616.381,29,19529,31.683325735219,31.7,"18,890",30.6466292763729,30.6
-92.7140669278764,33.9751242302338,,0500000US05039,5,39,Dallas,County,667.386,12.2,9196,13.7791323162308,13.8,"9,404",14.0907960310825,14.1
-91.3022353370718,33.817019050614,,0500000US05041,5,41,Desha,County,768.152,16.9,15351,19.9843260188088,20.0,"16,542",21.5348004040867,21.5
-91.7141314286459,33.6340224685078,,0500000US05043,5,43,Drew,County,828.356,22.3,18690,22.5627628700704,22.6,"16,639",20.0867742854521,20.1
-92.3332212412245,35.0962366057808,,0500000US05045,5,45,Faulkner,County,647.884,174.8,86036,132.795376950195,132.8,"56,434",87.105099060943,87.1
-93.8753628030348,35.4879950274074,,0500000US05047,5,47,Franklin,County,608.857,29.8,17766,29.179265410433,29.2,"14,578",23.9432247637787,23.9
-91.8028229283569,36.41734741909,,0500000US05049,5,49,Fulton,County,618.194,19.8,11627,18.8080117244748,18.8,"9,865",15.9577737732815,16.0
-93.1062311042568,34.576346627769,,0500000US05051,5,51,Garland,County,677.781,141.7,88122,130.015447467545,130.0,"71,994",106.22015075666,106.2
-92.4412151507208,34.3262177264336,,0500000US05053,5,53,Grant,County,631.809,28.3,16457,26.0474288906932,26.0,"13,815",21.8657853876725,21.9
-90.528562257096,36.1158595015943,,0500000US05055,5,55,Greene,County,577.699,72.9,37383,64.7101691365227,64.7,"31,273",54.1337270793268,54.1
-93.7167583108935,33.7423482949712,,0500000US05057,5,57,Hempstead,County,727.52,31.1,23597,32.4348471519683,32.4,"21,230",29.1813283483616,29.2
-93.0138527342975,34.3095643022064,,0500000US05059,5,59,Hot Spring,County,615.202,53.5,30413,49.4357950721877,49.4,"25,751",41.8577963010523,41.9
-93.9540153138223,34.0480420815467,,0500000US05061,5,61,Howard,County,588.554,23.4,14304,24.3036322920242,24.3,"13,151",22.3445936991338,22.3
-91.5797520081561,35.7405781584213,,0500000US05063,5,63,Independence,County,763.953,48,34246,44.8273650342364,44.8,"30,569",40.0142417138227,40.0
-91.887531921549,36.0587171389073,,0500000US05065,5,65,Izard,County,580.577,23.6,13261,22.841070176738,22.8,"11,114",19.1430249562074,19.1
-91.196938171704,35.6177055271852,,0500000US05067,5,67,Jackson,County,633.938,28.4,18420,29.0564692446264,29.1,"18,647",29.4145484258713,29.4
-91.9595635792216,34.3582940345398,,0500000US05069,5,69,Jefferson,County,870.746,88.9,84295,96.8077946955829,96.8,"81,244",93.3039026306179,93.3
-93.4633579840724,35.5337431992538,,0500000US05071,5,71,Johnson,County,659.804,38.7,22779,34.5238889124649,34.5,"17,617",26.7003534382938,26.7
-93.598118528753,33.2501512951645,,0500000US05073,5,73,Lafayette,County,528.268,14.5,8550,16.1849667214368,16.2,"9,534",18.047657628325,18.0
-91.0875526565589,36.0697605896229,,0500000US05075,5,75,Lawrence,County,587.614,29.6,17762,30.2273261018288,30.2,"17,006",28.9407672383571,28.9
-90.8228752454317,34.7672304235526,,0500000US05077,5,77,Lee,County,602.621,17.3,12578,20.8721567950669,20.9,"12,936",21.4662283591179,21.5
-91.7093565021227,33.9879197069704,,0500000US05079,5,79,Lincoln,County,561.517,25.2,14482,25.7908487187387,25.8,"10,520",18.7349626102148,18.7
-94.224026395479,33.7299022901429,,0500000US05081,5,81,Little River,County,532.253,24.7,13628,25.6043648415321,25.6,"13,804",25.9350346545722,25.9
-93.6541087715327,35.2226161388584,,0500000US05083,5,83,Logan,County,708.125,31.6,22480,31.7458075904678,31.7,"19,854",28.0374227714034,28.0
-91.8858700563636,34.8259498998355,,0500000US05085,5,85,Lonoke,County,770.728,88.7,52849,68.5702348948008,68.6,"38,735",50.2576784546559,50.3
-93.6979739526085,36.0105150731261,,0500000US05087,5,87,Madison,County,834.255,18.8,14228,17.0547374603688,17.1,"11,502",13.7871514105399,13.8
-92.7119825007144,36.2757190388847,,0500000US05089,5,89,Marion,County,597.009,27.9,16147,27.0464934364474,27.0,"11,871",19.8841223499143,19.9
-93.862008303671,33.3104487642835,,0500000US05091,5,91,Miller,County,625.578,69.5,40455,64.6681948533996,64.7,"37,762",60.3633759499215,60.4
-90.1215070756218,35.6929017970114,,0500000US05093,5,93,Mississippi,County,900.574,51.6,51999,57.739841478879,57.7,"56,140",62.3380199739277,62.3
-91.2120775367668,34.7007978715565,,0500000US05095,5,95,Monroe,County,607.122,13.4,10255,16.8911684966119,16.9,"11,188",18.4279271711452,18.4
-93.6688058520431,34.5311235270616,,0500000US05097,5,97,Montgomery,County,779.88,12.2,9222,11.8248961378674,11.8,"7,686",9.85536236344053,9.9
-93.2939159919912,33.626485289441,,0500000US05099,5,99,Nevada,County,617.837,14.6,9940,16.0883857716517,16.1,"9,898",16.020406676842,16.0
-93.2149206363062,35.9248020641832,,0500000US05101,5,101,Newton,County,820.896,10.1,8603,10.4800120843566,10.5,"7,581",9.23503099052742,9.2
-92.9120957828203,33.5772298447362,,0500000US05103,5,103,Ouachita,County,732.783,35.6,28776,39.2694699522232,39.3,"30,184",41.1909119070721,41.2
-92.8808652097222,34.9433896400029,,0500000US05105,5,105,Perry,County,551.402,18.9,10199,18.4964871364268,18.5,"7,869",14.2708949187707,14.3
-90.8259791069515,34.3798527954054,,0500000US05107,5,107,Phillips,County,695.663,31.3,26438,38.0040335622277,38.0,"28,422",40.8559891786684,40.9
-93.6365186273319,34.1449728321712,,0500000US05109,5,109,Pike,County,600.618,18.8,11301,18.8156199114912,18.8,"9,911",16.5013369562684,16.5
-90.6624820389306,35.5747600261711,,0500000US05111,5,111,Poinsett,County,758.389,32.4,25617,33.7781797995488,33.8,"24,319",32.0666570849524,32.1
-94.1980956975096,34.4634636594755,,0500000US05113,5,113,Polk,County,857.679,24.1,20234,23.5915768020437,23.6,"17,125",19.9666775098842,20.0
-93.0744335518619,35.3950950243264,,0500000US05115,5,115,Pope,County,812.548,76,54492,67.0631150405884,67.1,"43,972",54.1161875975327,54.1
-91.5354744629371,34.7481239095953,,0500000US05117,5,117,Prairie,County,647.958,13.4,9523,14.6969402337806,14.7,"9,425",14.5456958630035,14.5
-92.3138831242203,34.7470717095138,,0500000US05119,5,119,Pulaski,County,759.763,503.8,361370,475.635165176509,475.6,"342,518",450.822164280177,450.8
-91.0049612702809,36.3106003186945,,0500000US05121,5,121,Randolph,County,652.191,27.6,18191,27.8921358927063,27.9,"16,236",24.8945477628486,24.9
-90.7228723172302,35.0729250958681,,0500000US05123,5,123,St. Francis,County,634.771,44.5,29330,46.2056395140925,46.2,"62,932",99.1412651176566,99.1
-92.6863455737547,34.6362920966318,,0500000US05125,5,125,Saline,County,723.604,148,83559,115.476144410479,115.5,"10,058",13.8998678835385,13.9
-94.0786141268917,34.8829168866964,,0500000US05127,5,127,Scott,County,892.32,12.6,10986,12.3117267348037,12.3,"7,740",8.6740182894029,8.7
-92.6796768398689,35.8944779807061,,0500000US05129,5,129,Searcy,County,666.095,12.3,8240,12.3706077961852,12.4,"97,872",146.933995901486,146.9
-94.2341108104967,35.1921168267123,,0500000US05131,5,131,Sebastian,County,531.911,236.4,115101,216.391463985516,216.4,"13,358",25.1132238287984,25.1
-94.2700270840288,33.9861671404203,,0500000US05133,5,133,Sevier,County,565.126,30.2,15750,27.8698909623695,27.9,"13,882",24.5644334183881,24.6
-91.5128396129406,36.1866749764556,,0500000US05135,5,135,Sharp,County,604.439,28.6,17120,28.3237845340886,28.3,"28,128",46.535713281241,46.5
-92.1773246530629,35.9158629670811,,0500000US05137,5,137,Stone,County,606.405,20.4,11496,18.9576273282707,19.0,"9,655",15.9217024925586,15.9
-92.5795198629671,33.1903806057373,,0500000US05139,5,139,Union,County,1039.214,40.1,45633,43.9110712519269,43.9,"45,873",44.1420150228923,44.1
-92.5270749082232,35.6306764284634,,0500000US05141,5,141,Van Buren,County,708.143,24.4,16182,22.8513167538195,22.9,"13,855",19.5652572997262,19.6
